"","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01"
"secondary uveitis - noninfectious",-0.0158936676212951,-0.0485363320468905,-0.260518581915232,-0.511880078918654,-0.340641183594834,-0.172768461810234,-0.172956270902551,-0.23022090862964,-0.168790557648191,-0.211428285597708,-0.198222926522956,-0.128148654366935,-0.185234211326414,-0.17094735691401,-0.0730449177068083,-0.0962003016193231,-0.178581217791275,-0.0563256295957091,-0.143218710715809,-0.150114897898792,-0.154339955548584,-0.235324393598928,-0.190293362373706,-0.215970827882966
"superficial punctate keratitis",-0.0149134317131162,-0.0380725228650797,-0.37652316564434,-0.750362386701504,-0.44447821874068,-0.109299688277907,-0.122939030731214,-0.23378946856078,-0.147712915426365,-0.172827247543961,-0.179401236652535,-0.107588708961379,-0.173560235702502,-0.152728420818238,-0.0426459160369866,-0.0910487594715381,-0.187710318624985,-0.0786327996079083,-0.123392836913294,-0.160621142040279,-0.16226908715047,-0.266812649998581,-0.197483443859636,-0.222316642014424
"sympathetic uveitis",-0.159660168982082,-0.169982373806191,-0.387663903080385,-0.519939112539024,-0.338954007503813,-0.0946924410579416,-0.147474863680388,-0.360680538643176,-0.208887852594673,-0.198584100539024,-0.210967367293864,-0.133825416607362,-0.251703046030774,-0.270719892883886,-0.174271059283687,0.000628871266031318,-0.0817109369739016,-0.0588008002586598,-0.210975006327713,-0.314023529688349,-0.273204940132729,-0.28632701109974,-0.138531555071255,-0.329090168384925
"toxoplasma oculopathy",-0.00210249955415872,-0.0349566529337585,-0.325638300191644,-0.618275376956682,-0.369480925337043,-0.0598495904581077,-0.0932909133949779,-0.145836541908711,-0.0605511351350564,-0.143653134350839,-0.186766823496395,-0.14216764262462,-0.180229005651606,-0.122960528846952,-0.0874823029329656,-0.0978633720374366,-0.216279162340555,-0.103714845282363,-0.106699430003298,-0.173897576287459,-0.0509341481886997,-0.19715007331676,-0.154991385063179,-0.14518587711745
"transient visual loss",0.00444973228823887,0.035730992933463,-0.359695906440157,-0.647143151577946,-0.336766950284258,-0.0408035921914499,-0.0105500700481137,-0.14371767639674,-0.0756744304929945,-0.118821134525082,-0.108369596573078,-0.0732946989221944,-0.13963808212295,-0.136768392964828,0.0224135212647327,-0.042601334438727,-0.119425010432381,0.0153661226557082,-0.0721898640034492,-0.0743719720078645,-0.115482084088398,-0.170136325742728,-0.117988870565122,-0.100958758512574
"TRAO",0.0509213214197626,0.0779163208300593,-0.306338445861869,-0.584923519366684,-0.305316852998645,-0.0557486697595964,0.0104518701975563,-0.0908563265821997,-0.112113210703311,-0.0860540333992061,-0.247741465261166,0.0509067220705817,0.0198411650228668,0.0362614853346511,0.103320643494789,-0.0288296688438673,-0.0369440750624277,0.159327357380777,0.158877512380607,0.108899797687382,0.0343407208765371,0.00982737123767333,0.13141437267739,0.0408420849119097
"trichiasis w/o entropion",-0.0273544799405916,-0.0747471035663825,-0.380449219178328,-0.706600744834141,-0.365082618254944,-0.0734804899384686,-0.145361437299256,-0.255830012638499,-0.186184206838689,-0.214443161553006,-0.200893942061678,-0.121529623184116,-0.216615810474329,-0.224347217501198,-0.0952023825473757,-0.124765648038244,-0.202038164772288,-0.0527438892206267,-0.166082111098952,-0.20752779480513,-0.196568616620464,-0.24490567560829,-0.152457993912519,-0.201005159594077
"trochlear nerve palsy",-0.0448266346719935,-0.0438152597631776,-0.376846855358272,-0.729976928231099,-0.420977967388948,-0.0786532853464452,-0.129779976194104,-0.23761882284008,-0.11480272116009,-0.191488224849338,-0.232874636606751,-0.125003819987462,-0.204029641651999,-0.18606799383119,-0.0695015179689241,-0.0608766976176404,-0.178323220124383,-0.0377693615509168,-0.142147037852307,-0.171620402967087,-0.134696053056639,-0.2491722776331,-0.186057172705081,-0.201938036373366
"unspec DR w/ DME",0.166037277863842,0.134120957567839,-0.212944778162261,-0.505494313686839,-0.275640607494652,0.157557522796011,0.106057855655785,-0.0728547431285611,0.0720192202958875,0.259512187883049,0.320719900457528,0.50862579349682,0.342565848257039,0.326922294854909,0.53633516253814,0.656446065288098,0.457588405884793,0.710352496832849,0.614116198329046,0.619534001232153,0.580252293054857,0.528463247804951,0.725446922447682,0.6249482563014
"unspec DR w/o DME",0.200975878855579,0.066334697628258,-0.347241712992576,-0.768397873426277,-0.457291458026095,-0.0511628627633326,0.0103139148662367,-0.124521054013353,-0.0679136148740454,-0.0913494681213549,-0.0381212063084101,0.139435573267054,0.102562504288865,0.0329987669975734,0.110026562558347,0.0200880780675637,-0.0882773358162035,0.162632917839535,0.282106024681567,0.211021953708892,0.10548996194775,-0.00208252110882518,0.120938678085148,0.126611868426725
"unspec macular degeneration",0.0717416124273867,0.0175260408542729,-0.373441364022066,-0.767243800726968,-0.504100624434473,-0.119456748513082,-0.0914866492343535,-0.205361396377925,-0.0856402504870837,-0.189314153507364,-0.188257899780537,-0.0774699281700476,-0.137567794744603,-0.145650465773378,0.0568807334804026,0.0174818137768471,-0.0927578192233641,0.108866660701354,0.0851304724490329,0.0635119507621775,0.117186620779817,-0.0260706488789888,0.0399207251762337,0.115998114135296
"venous engorgement",0.0565469236993361,-0.0506881090303735,-0.286347119053217,-0.553487054924608,-0.41314586479094,-0.164758019651947,-0.136607845554252,-0.223920679399701,-0.320846563298664,-0.354348033184111,-0.375917580561144,-0.20082757873643,-0.226037419167155,-0.158577019106563,-0.152525591356382,-0.205933468243241,-0.374373963323875,-0.202927505306831,-0.159954454388971,-0.23891180514523,-0.307352088974965,-0.340309002445546,-0.300523887729335,-0.350147217142582
"visual cortex disorders",-0.0489308670939079,0.0481617547679253,-0.452086772655414,-0.790008041999946,-0.526526295673612,-0.147129436178292,-0.122628413903172,-0.297289220147971,-0.145817327618725,-0.234559920560937,-0.255088745943374,-0.117161383187864,-0.110063534289006,-0.207070826764798,-0.0944506138466901,-0.0710194232455335,-0.244981015983013,-0.175680969548728,-0.203816970709041,-0.253641601079598,-0.207858750301277,-0.337830914695507,-0.262782740590063,-0.234392893470198
"visual field defects",-0.0166192434509069,-0.0368042325343949,-0.387256894360438,-0.769027031031352,-0.452564216924296,-0.0971646964611598,-0.0907191618894679,-0.222381007425205,-0.149453197168537,-0.194268729557927,-0.201153792393613,-0.116166377336867,-0.173564209940556,-0.174491049841133,-0.0434267115629377,-0.0684349522557278,-0.195274610878337,-0.0616850831413397,-0.103776786254835,-0.135136100149834,-0.143979169695392,-0.227724154289823,-0.16251456366268,-0.202932230884828
"visual loss",-0.238527575693878,-0.402791102274198,-0.573424534537191,-0.701309144221965,-0.52546116711197,-0.335327214838795,-0.287092096252039,-0.343982252079646,-0.183034146885652,-0.235102165981108,-0.215229513091449,-0.23434806577735,-0.462380639833625,-0.589894217837698,-0.549293358723441,-0.509211719899663,-0.511323182139556,-0.445075192283377,-0.470157359402218,-0.463441764244096,-0.312194075084193,-0.335606093915568,-0.285509767306612,-0.377748419273725
"vitreomacular adhesion",-0.0268620543660289,-0.0544009743424251,-0.340504352008462,-0.636502277453113,-0.396274605602734,-0.0753647520508627,-0.0689997060084633,-0.175063017438443,-0.0880469447365934,-0.18100217835769,-0.195151241900379,-0.0993130346189586,-0.170309255386524,-0.163545419925243,-0.0354428506534089,-0.0940865007528461,-0.193629005089086,-0.053752212501332,-0.0809753893812108,-0.106200511947195,-0.0533540122923252,-0.168059043738027,-0.146888616601857,-0.131000212880702
"vitreous body crystalline deposits",0.0104771467303384,-0.0243011444300184,-0.35523095144813,-0.704529572279098,-0.446558512005992,-0.132208558101573,-0.119151358667443,-0.235483022988384,-0.160326244683562,-0.215782672223683,-0.245169092094914,-0.156086333474171,-0.214666277410727,-0.235063155931551,-0.112804163009299,-0.160579770684312,-0.251424373090281,-0.13171172870706,-0.150660715629274,-0.193526868779432,-0.175985991796951,-0.274107971201497,-0.220502973177784,-0.218048741738186
"vitreous degeneration",0.00387839476456208,-0.0232935746109388,-0.346148509047576,-0.680184496327467,-0.412333562770917,-0.077645705881878,-0.072601863877209,-0.181436528948754,-0.093095644632973,-0.179408716904418,-0.193370519896288,-0.111991069271674,-0.177327431100207,-0.174868826046018,-0.0564398056004256,-0.128294678653427,-0.21256214815353,-0.0697242092875087,-0.0988202857534073,-0.124181187769292,-0.0923764498812722,-0.209124268514986,-0.159189168598119,-0.159218384259569
"vitreous hemorrhage",-0.0896736789820828,-0.0444795395657494,-0.228649709060488,-0.459451507736211,-0.269992389172931,-0.0426255470479387,-0.134911972962617,-0.153466632310286,-0.0328592209277382,-0.175445446576184,-0.138124738498177,-0.0404224997747285,-0.215399043743052,-0.133936870997152,-0.00587358590307752,-0.149066178851552,-0.14641570433499,-0.00647913477405022,-0.155208550719765,-0.0839648322914373,-0.00751981838318588,-0.226366390902508,-0.102307135420535,-0.0714515913549151
"vitreous membranes/strands",-0.151213399054887,-0.117919099861444,-0.367169056371509,-0.723175273030049,-0.433312098418175,-0.127452641450136,-0.27419002078235,-0.285442698556354,-0.201195208861522,-0.230891512496076,-0.168187921812997,-0.105004808983277,-0.34879096465007,-0.265790205182413,-0.154196860223897,-0.343570356826195,-0.297096018048119,-0.147794525057601,-0.321480575407276,-0.137282954948951,-0.112208102318228,-0.325742039835257,-0.0765639718750451,-0.17353909581369
"vitreous prolapse",-0.0498110646218292,-0.054446626277317,-0.338080879457716,-0.693371606715281,-0.39593696940455,-0.0979113835612596,-0.157421639156304,-0.162255516299612,-0.0784649518028274,-0.168703801204646,-0.173911344766645,-0.0996928144666321,-0.195723513885909,-0.189793376265708,0.0147962158851919,-0.102241336641266,-0.0978948137776604,0.0272634366386123,-0.0654195871941913,-0.0581762103249157,-0.0235983183926127,-0.119466303182842,-0.102651626210263,-0.0928520032052942
"wet AMD, active CNV",-0.0422097649502215,-0.0653809571938492,-0.227139632601448,-0.318263883060332,-0.239309595747201,-0.118111461675735,-0.127252447282345,-0.200315817447353,-0.105602710773769,-0.175533743507656,-0.189188925284674,-0.0893768783018971,-0.204414261167692,-0.193029788634801,-0.100289629320182,-0.12857538764405,-0.21736640240271,-0.118628196055066,-0.162002110010381,-0.183311301732523,-0.128404191405914,-0.227471015752892,-0.187388437501546,-0.16503762017149
"wet AMD, inactive CNV",-0.0438488820466406,0.0108499863614637,-0.285118035882817,-0.529881957976791,-0.272569744628067,0.0141994699862716,-0.125096717491141,-0.155114946615736,-0.044131000404875,-0.221133991707875,-0.161232710990041,-0.0405759542812508,-0.210461847892103,-0.0931695897791201,0.0342617317986499,-0.150974329809165,-0.139348106668852,0.00488333280090613,-0.154078103367487,-0.0540817722771864,0.0110295935387282,-0.222767884630192,-0.0730036190598949,-0.0537371231516798
"wet AMD, inactive scar",0.0168194233430944,-0.0359652385277221,-0.29161747401303,-0.466871060221226,-0.254154580183106,-0.0211919776541711,-0.0524856906600909,-0.1840537172172,-0.0840266723951233,-0.179686974344843,-0.180493318572196,-0.0878098140031115,-0.171383890872496,-0.187196525609898,-0.0540916930550605,-0.083256403531366,-0.152634566413573,-0.02842960820982,-0.0915289506807147,-0.145898532019083,-0.0782995656284893,-0.184259139173419,-0.109745604370121,-0.114432043516967
"xanthelasma",0.00485203510489106,0.023375264746389,-0.395516536113035,-0.87458334687079,-0.565358618238994,-0.213760133885807,-0.173543120825546,-0.290539400177423,-0.138966121962028,-0.168052586813443,-0.289997548400829,-0.104625590514329,-0.165601612475221,-0.125585676806152,-0.0470627326183053,-0.0742705931345653,-0.118682199018538,-0.00594420605569554,-0.104458324642094,-0.0917751591652301,-0.103039446499015,-0.211891014910342,-0.18314250225573,-0.15123268614077
"zoster ocular disease",-0.133408245182589,-0.132558496543785,-0.263827198707786,-0.511055888953628,-0.275406526272204,-0.0949574903527379,-0.124628267548069,-0.138634133958038,-0.143074968723336,-0.179061211949313,-0.222885638984112,-0.177637798522033,-0.226918366994047,-0.214083835505902,-0.0513754085177174,-0.144066887544135,-0.169867501124671,-0.117803171134243,-0.161787022013832,-0.101290021181333,-0.166736022016028,-0.206406000776314,-0.208314297280248,-0.230177643599969
