"","entity_name","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost"
"43","corneal degen - band keratopathy","-0.130669415269162","-0.130907718539701","-0.0953365835313476","-0.164735484651331","(-0.165,-0.095)","0.00001","-0.169639971328034","-0.169793466993925","-0.135722382966976","-0.202434138980294","(-0.202,-0.136)","0.00001","-0.106828142213638","-0.107128651097797","-0.062474914272339","-0.149542113378386","(-0.15,-0.062)","0.00004","-0.107686604163903","-0.107854101116679","-0.0642480594554487","-0.149711894866551","(-0.15,-0.064)","0.00002","-0.114966965054272","-0.11526331073419","-0.0713879541955703","-0.156751877635456","(-0.157,-0.071)","0.00002","-0.187401844130888","-0.187579834811416","-0.147613859978048","-0.225996716176845","(-0.226,-0.148)","0.00001","-0.131464461022787","-0.13151341020443","-0.115611937501047","-0.146900753929044","(-0.147,-0.116)","0.00001"
"44","corneal degen - nodular","-0.146278598081418","-0.146746902316576","-0.0953993220833856","-0.194442730469991","(-0.194,-0.095)","0.00001","-0.158381806966269","-0.158845290973948","-0.1079611655212","-0.205997225745173","(-0.206,-0.108)","0.00001","-0.13017116039256","-0.130957523221799","-0.0712070796661186","-0.185432119822944","(-0.185,-0.071)","0.00009","-0.101007570437395","-0.101633356789209","-0.0413754564420253","-0.157050915195605","(-0.157,-0.041)","0.00188","-0.123440341495101","-0.124155642434078","-0.0650752220727438","-0.178041027750899","(-0.178,-0.065)","0.00018","-0.192786739412485","-0.19339091088638","-0.139178469606367","-0.243061442891548","(-0.243,-0.139)","0.00001","-0.136267739905907","-0.136338798559096","-0.114470512030429","-0.157533960268309","(-0.158,-0.114)","0.00001"
"45","corneal degen - peripheral","-0.281928339495146","-0.282845639457147","-0.215932533113132","-0.342786522527205","(-0.343,-0.216)","0.00001","-0.355577164796381","-0.356437682027045","-0.296394761238601","-0.409634931342828","(-0.41,-0.296)","0.00001","-0.405483753165911","-0.406404678401358","-0.345885059036956","-0.459902994575113","(-0.46,-0.346)","0.00001","-0.390534478447602","-0.391398142025708","-0.330560090083436","-0.445841231973591","(-0.446,-0.331)","0.00001","-0.40624443919938","-0.407080965386317","-0.347547969788496","-0.460471633695931","(-0.46,-0.348)","0.00001","-0.401178939518826","-0.4020173844815","-0.341816579195473","-0.455577109869213","(-0.456,-0.342)","0.00001","-0.364855285928462","-0.364991780843671","-0.341082205115014","-0.38786779752799","(-0.388,-0.341)","0.00001"
"46","pterygium","-0.186465254399538","-0.186991743943754","-0.137355170201641","-0.232735916891569","(-0.233,-0.137)","0.00001","-0.197756695674154","-0.198153013179617","-0.149629386465336","-0.243108170100998","(-0.243,-0.15)","0.00001","-0.148494705233376","-0.149163391520267","-0.0947578311509034","-0.198944662262631","(-0.199,-0.095)","0.00001","-0.128264699442197","-0.128807754516407","-0.0740850810377449","-0.178991444618695","(-0.179,-0.074)","0.00005","-0.146431113967558","-0.147001007976799","-0.0930551081413771","-0.196331005451567","(-0.196,-0.093)","0.00001","-0.201601625187778","-0.202258194124961","-0.15188260968508","-0.248013853594931","(-0.248,-0.152)","0.00001","-0.169312208451336","-0.169424276765702","-0.149267429178652","-0.18874989163214","(-0.189,-0.149)","0.00001"
"47","conjunctival degen/deposits","-0.172842768070024","-0.173367048530976","-0.121541486170319","-0.220744779937701","(-0.221,-0.122)","0.00001","-0.159717880055377","-0.160335659980218","-0.107729519986172","-0.208429714603318","(-0.208,-0.108)","0.00002","-0.109263793858809","-0.109907738797961","-0.0516745198530582","-0.163303596435858","(-0.163,-0.052)","0.00071","-0.126043146665222","-0.126655274832737","-0.0700410343339221","-0.178375070323453","(-0.178,-0.07)","0.00007","-0.16745145451002","-0.168132639726551","-0.114239980270296","-0.217092872553069","(-0.217,-0.114)","0.00001","-0.205988941251907","-0.206478950635698","-0.155596116026054","-0.253353927632521","(-0.253,-0.156)","0.00001","-0.156793590091265","-0.156863835943022","-0.136008183355663","-0.177178534586254","(-0.177,-0.136)","0.00001"
"48","conjunctival scars","-0.127375348491162","-0.128510446399286","-0.0521091233223658","-0.196109887505553","(-0.196,-0.052)","0.00227","-0.13986749623129","-0.141114218276334","-0.0655422895675083","-0.208004184431691","(-0.208,-0.066)","0.00076","-0.0664682511155557","-0.0679676780734836","0.0261464325598504","-0.150535581380976","(-0.151,0.026)","0.15863","-0.0554724282984949","-0.0568591999103804","0.0352144350191921","-0.138118729936742","(-0.138,0.035)","0.22792","-0.113920202185576","-0.11541830147802","-0.0287383152881029","-0.190756418627473","(-0.191,-0.029)","0.01462","-0.18018730953847","-0.181507707196694","-0.100810792343352","-0.252100529892056","(-0.252,-0.101)","0.00015","-0.111566524658986","-0.111831520665515","-0.0793574304585411","-0.142329321135954","(-0.142,-0.079)","0.00001"
"49","conjunctival hemorrhage","-0.219990295674035","-0.220299299275762","-0.174166889707069","-0.26413605866331","(-0.264,-0.174)","0.00001","-0.139080270950292","-0.13935933566264","-0.0877218728897403","-0.188090453358483","(-0.188,-0.088)","0.00001","-0.290597770954369","-0.291149019493863","-0.234916471997981","-0.34320318417041","(-0.343,-0.235)","0.00001","-0.257261686510613","-0.257790487014266","-0.199897172028411","-0.31127928723421","(-0.311,-0.2)","0.00001","-0.164879131298297","-0.165505278196125","-0.0983250525529016","-0.227438865905609","(-0.227,-0.098)","0.00007","-0.0814495860877976","-0.0822310707041196","-0.00873130196326037","-0.150260936533152","(-0.15,-0.009)","0.03764","-0.192364141143884","-0.192397999921293","-0.169656165330852","-0.21465254170666","(-0.215,-0.17)","0.00001"
"50","other conjunctival disorders","-0.228818097988306","-0.229264358985328","-0.177686032184934","-0.277689609216514","(-0.278,-0.178)","0.00001","-0.218502866353406","-0.218919599936129","-0.166982448849709","-0.26747678520713","(-0.267,-0.167)","0.00001","-0.216941181471892","-0.21747947808703","-0.154245277469848","-0.275941299920551","(-0.276,-0.154)","0.00001","-0.172314671175898","-0.172847814713592","-0.106888214027092","-0.234617471891066","(-0.235,-0.107)","0.00005","-0.220248245855168","-0.220834591059145","-0.158368980332603","-0.278636708971088","(-0.279,-0.158)","0.00001","-0.258145262825629","-0.258820705233745","-0.199184025853155","-0.313669408404397","(-0.314,-0.199)","0.00001","-0.215916176416376","-0.21598590869447","-0.192961770757826","-0.238318153150831","(-0.238,-0.193)","0.00001"
"51","dry eye syndrome","-0.136767051043525","-0.137241418288146","-0.0869984686405119","-0.184189876024649","(-0.184,-0.087)","0.00002","-0.159861809021427","-0.160223803875176","-0.112275031288366","-0.205345893841753","(-0.205,-0.112)","0.00001","-0.120857564880111","-0.121329545463832","-0.0599984700381906","-0.178750981679609","(-0.179,-0.06)","0.00053","-0.0968039625851584","-0.0973294411311051","-0.0350055922818503","-0.155399693375775","(-0.155,-0.035)","0.00477","-0.112355047529692","-0.113000933385898","-0.0514642383015994","-0.170389237269197","(-0.17,-0.051)","0.00125","-0.165743441810803","-0.166226488477871","-0.108500428786078","-0.219543417152605","(-0.22,-0.109)","0.00001","-0.129620883620897","-0.129698474268957","-0.10770290947342","-0.15123707569554","(-0.151,-0.108)","0.00001"
"52","conjunctivitis - noninfectious","-0.134391656527687","-0.13484395622615","-0.0835537314501468","-0.183051478359324","(-0.183,-0.084)","0.00002","-0.137242652005599","-0.137663368065905","-0.0851131738397635","-0.186739759155974","(-0.187,-0.085)","0.00003","-0.1137680142521","-0.114384308086978","-0.0497922888544626","-0.174325690337282","(-0.174,-0.05)","0.00158","-0.138510530345956","-0.139013459188667","-0.0778547416104146","-0.196081266665959","(-0.196,-0.078)","0.00008","-0.124396677308307","-0.125101176783683","-0.0621259123476222","-0.183481038884773","(-0.183,-0.062)","0.0006","-0.14718477164197","-0.147701647714927","-0.0854869170877856","-0.205573078175744","(-0.206,-0.085)","0.00011","-0.129041553518102","-0.129107331934518","-0.106005920375162","-0.15155848609566","(-0.152,-0.106)","0.00001"
"53","FB, cornea","-0.105707995451374","-0.107147825325967","-0.0182458200856832","-0.18545468636547","(-0.185,-0.018)","0.02545","-0.103921887630541","-0.105578786215507","-0.0115563375479071","-0.186718710944765","(-0.187,-0.012)","0.0325","-0.0259065591480446","-0.0280959628861746","0.0879949828657741","-0.12676951794531","(-0.127,0.088)","0.63655","-0.0386445128220873","-0.0404046136628773","0.0671804075576651","-0.134572964957831","(-0.135,0.067)","0.46246","-0.102195722240944","-0.104068176970179","-0.00277641242421161","-0.191482185313275","(-0.191,-0.003)","0.0536","-0.146951434216053","-0.148888352538478","-0.0472853746440828","-0.23534268549126","(-0.235,-0.047)","0.0073","-0.0778834194509397","-0.078171939568833","-0.0391523845200237","-0.114962026532571","(-0.115,-0.039)","0.0002"
"54","FB, conjunctival sac","-0.170825848224633","-0.17173865824005","-0.0997186483935152","-0.237074330120777","(-0.237,-0.1)","0.00015","-0.1258557110261","-0.126692900168778","-0.0510903627386651","-0.196172905549164","(-0.196,-0.051)","0.00336","-0.1570676051492","-0.158539233371951","-0.0624979540334767","-0.243068496397749","(-0.243,-0.062)","0.0043","-0.100187068458392","-0.101497239563761","-0.00328280054278568","-0.190356775107308","(-0.19,-0.003)","0.05879","-0.225395630716952","-0.226517999819458","-0.139967041518237","-0.30394878572541","(-0.304,-0.14)","0.00016","-0.182306208189143","-0.183528988044063","-0.0923377430834674","-0.265428776474413","(-0.265,-0.092)","0.00096","-0.15088683742964","-0.151047537080541","-0.117576817790116","-0.183393592285044","(-0.183,-0.118)","0.00001"
"55","corneal scars/opacities - minor/other","-0.128132742714033","-0.128345853268716","-0.09493013275132","-0.160389507895011","(-0.16,-0.095)","0.00001","-0.133639640804152","-0.133790314410243","-0.100836940493865","-0.165621963420779","(-0.166,-0.101)","0.00001","-0.0885597004042417","-0.0887708589090143","-0.0508970646572439","-0.125134226855773","(-0.125,-0.051)","0.00003","-0.0811627755093026","-0.0814541749081865","-0.0435212516275054","-0.117700771526532","(-0.118,-0.044)","0.00012","-0.087514996147415","-0.0877095795739377","-0.0497818223838577","-0.1239333154423","(-0.124,-0.05)","0.00002","-0.133115393900278","-0.133354809589699","-0.0971182576120636","-0.167826374356334","(-0.168,-0.097)","0.00001","-0.107394842772762","-0.107445593838817","-0.0933308057555005","-0.121227158915598","(-0.121,-0.093)","0.00001"
"56","corneal transplant rejection","-0.107779799122718","-0.10803033477924","-0.0747494883657361","-0.139423024713006","(-0.139,-0.075)","0.00001","-0.167240979238053","-0.167448235196358","-0.136052158211067","-0.197224368760346","(-0.197,-0.136)","0.00001","-0.131988610139508","-0.132245485375032","-0.0971851393456419","-0.165413967677323","(-0.165,-0.097)","0.00001","-0.128841054827022","-0.12906379405116","-0.0945015549999767","-0.161982902780982","(-0.162,-0.095)","0.00001","-0.149699226526687","-0.149978494110604","-0.116108462706891","-0.181915326051728","(-0.182,-0.116)","0.00001","-0.211806815897067","-0.212103672548339","-0.180197992097874","-0.242035308866625","(-0.242,-0.18)","0.00001","-0.14291194334563","-0.142970426573809","-0.129810031135439","-0.155738379455554","(-0.156,-0.13)","0.00001"
"57","corneal transplant failure","-0.205796315064837","-0.205958989533083","-0.173324966719951","-0.237022968607914","(-0.237,-0.173)","0.00001","-0.232879863074216","-0.233113554190108","-0.200966530335658","-0.263339667045843","(-0.263,-0.201)","0.00001","-0.224227024885611","-0.224451072139017","-0.18977312895051","-0.25715375195243","(-0.257,-0.19)","0.00001","-0.242275647348986","-0.242521817381934","-0.209408836305381","-0.273863086027523","(-0.274,-0.209)","0.00001","-0.288763985417523","-0.289028819845776","-0.258115486321805","-0.318080401992529","(-0.318,-0.258)","0.00001","-0.352702671094112","-0.352883574423495","-0.324601841673426","-0.379555161785107","(-0.38,-0.325)","0.00001","-0.250334063937965","-0.250363008866465","-0.237796518096854","-0.262707154117274","(-0.263,-0.238)","0.00001"
"59","corneal scars/opacities - central","-0.134890999158174","-0.135162706951729","-0.0966943478967101","-0.171525208863728","(-0.172,-0.097)","0.00001","-0.1502057377776","-0.150429813546583","-0.112428171543521","-0.186631201309125","(-0.187,-0.112)","0.00001","-0.113022064628872","-0.113324125129828","-0.070116097267464","-0.154243026818217","(-0.154,-0.07)","0.00001","-0.0900754296729737","-0.0903585280060751","-0.0462155930218589","-0.132083668687233","(-0.132,-0.046)","0.00018","-0.122296081315768","-0.122573388343353","-0.0801956343175157","-0.162903190574731","(-0.163,-0.08)","0.00001","-0.208103519071338","-0.208332109894282","-0.170065764994035","-0.244761077425693","(-0.245,-0.17)","0.00001","-0.133358911093107","-0.133394483310198","-0.117445196402878","-0.149033846617143","(-0.149,-0.117)","0.00001"
"60","corneal ulcer - unperforated, iso epi defect","-0.182705403052637","-0.183179969891494","-0.130481358395793","-0.23204133034576","(-0.232,-0.13)","0.00001","-0.0796480784648689","-0.0801571668186244","-0.0200692782926473","-0.136442482408062","(-0.136,-0.02)","0.01333","-0.262859449532462","-0.26357687834176","-0.199089547352969","-0.322493704373785","(-0.322,-0.199)","0.00001","-0.241407348833012","-0.242135758937408","-0.178255618577746","-0.300862919975645","(-0.301,-0.178)","0.00001","-0.149325203214369","-0.150020828914318","-0.0763748806118232","-0.217513197212202","(-0.218,-0.076)","0.00061","-0.0490928090071881","-0.0498695769563704","0.0325305975673059","-0.125849977919753","(-0.126,0.033)","0.24378","-0.16059545800055","-0.160742177764728","-0.134825631172312","-0.185627651828409","(-0.186,-0.135)","0.00001"
"61","conjunctivitis - other/unspec chronic","-0.238164752140126","-0.238885495710364","-0.175076127460926","-0.297089046186558","(-0.297,-0.175)","0.00001","-0.248211645081251","-0.248864646881704","-0.185451369633325","-0.307070666586328","(-0.307,-0.185)","0.00001","-0.343510040015726","-0.344504478513675","-0.272326826941613","-0.409358378712983","(-0.409,-0.272)","0.00001","-0.325816454000486","-0.326701781159468","-0.253583815381412","-0.392949644408785","(-0.393,-0.254)","0.00001","-0.275462933824791","-0.276437635269762","-0.196814679036469","-0.348499581968853","(-0.348,-0.197)","0.00001","-0.287310368710928","-0.288176608858889","-0.209465187082888","-0.36029065322617","(-0.36,-0.209)","0.00001","-0.281052494111503","-0.281234446498287","-0.253407083935137","-0.307848833265153","(-0.308,-0.253)","0.00001"
"62","FB, external eye other/unspec","-0.172434910224595","-0.173630910562814","-0.0917206749380665","-0.245925189117645","(-0.246,-0.092)","0.00029","-0.219576824401061","-0.220822571267047","-0.142656394066206","-0.289734353585098","(-0.29,-0.143)","0.00004","-0.227593272595431","-0.228918516127693","-0.144339322855287","-0.30302429145453","(-0.303,-0.144)","0.00005","-0.187689941079067","-0.189163077781319","-0.102223185441676","-0.264929118268459","(-0.265,-0.102)","0.00034","-0.243839926008675","-0.245059782320403","-0.16451111998257","-0.315887131283045","(-0.316,-0.165)","0.00003","-0.33664584296589","-0.337780861517973","-0.266163932516893","-0.400615767055903","(-0.401,-0.266)","0.00001","-0.226671858207718","-0.226904036359165","-0.195777018308143","-0.256319314786079","(-0.256,-0.196)","0.00001"
"63","conjunctivitis - other/unspec","-0.22093875795462","-0.221238470579466","-0.170149070054745","-0.269518141601205","(-0.27,-0.17)","0.00001","-0.233227065409807","-0.233728946002465","-0.182234171673424","-0.281437056535353","(-0.281,-0.182)","0.00001","-0.277622112028658","-0.278133263883671","-0.221018139383228","-0.331097273527784","(-0.331,-0.221)","0.00001","-0.214672727587234","-0.215273927204923","-0.153377384076528","-0.272733471839433","(-0.273,-0.153)","0.00001","-0.210614987236368","-0.211260063332958","-0.14877310330692","-0.268881658122852","(-0.269,-0.149)","0.00001","-0.214369125410065","-0.215017177343083","-0.15195132956603","-0.272882931224587","(-0.273,-0.152)","0.00001","-0.227943805151336","-0.228011380921905","-0.205626972731617","-0.249767100973248","(-0.25,-0.206)","0.00001"
"64","corrosion, cornea/conjunctival sac","0.0709542133411017","0.0680557617905469","0.213748564160946","-0.0534159215236454","(-0.053,0.214)","0.25603","0.0921590675106676","0.0881875940788994","0.248530096277893","-0.0428269919571921","(-0.043,0.249)","0.16888","0.107434298079581","0.102735158773062","0.279180798688329","-0.0401373426520104","(-0.04,0.279)","0.13788","0.208814409331469","0.204193546425793","0.387720587285062","0.0561254761397367","(0.056,0.388)","0.00236","0.209471569421324","0.205348979931056","0.386304949236457","0.0568823653537638","(0.057,0.386)","0.00241","0.161821449979937","0.157060514148278","0.343926067524578","0.00638641898319379","(0.006,0.344)","0.02627","0.142149504086769","0.141517839253042","0.20609156171923","0.0815688115290126","(0.082,0.206)","0.00001"
"65","burn, corneal/conjunctival sac","-0.200838922073894","-0.201945618455","-0.123472663775527","-0.271436235247652","(-0.271,-0.123)","0.00005","-0.0562461769936031","-0.0580840521972192","0.0488273382463128","-0.149724838211122","(-0.15,0.049)","0.28883","-0.225217836722328","-0.227418237587982","-0.12391325135669","-0.31433747654139","(-0.314,-0.124)","0.00051","-0.170505800145345","-0.172229272893391","-0.0722943314759841","-0.259574423845364","(-0.26,-0.072)","0.00342","-0.171166034410524","-0.172999021799419","-0.0727017115059699","-0.259085319124676","(-0.259,-0.073)","0.00365","0.0813579608462127","0.0783818105761774","0.228747617336638","-0.0490226945005878","(-0.049,0.229)","0.20872","-0.125762066502114","-0.126057265985251","-0.0851305987441041","-0.164414715018963","(-0.164,-0.085)","0.00001"
