"","entity_name","catCode","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost","Category","rn","Q32020w","Q42020w","Q12021w","Q22021w","Q32021w","Q42021w","2020-04-01","Apr 2020","RMSPE","mean_monthly_pts","median_monthly_pts","short_name","recoveredMonth","fullRecovery","recoveredMonthNum","adj.pval_Q32020","adj.pval_Q42020","adj.pval_Q12021","adj.pval_Q22021","adj.pval_Q32021","adj.pval_Q42021","Q32020w_adj","Q42020w_adj","Q12021w_adj","Q22021w_adj","Q32021w_adj","Q42021w_adj"
"22","benign neoplasm - eyelid","F",-0.289766906671467,-0.290493706536204,-0.22972354907794,-0.345665726602271,"(-0.346,-0.23)",0.00001,-0.319395946348619,-0.319914610561516,-0.262591200183596,-0.372966095805424,"(-0.373,-0.263)",0.00001,-0.259452421578046,-0.260265635476654,-0.191029270657803,-0.323221212642229,"(-0.323,-0.191)",0.00001,-0.235022057214047,-0.235829635487342,-0.165468841899897,-0.30029052021921,"(-0.3,-0.165)",0.00001,-0.252931229112678,-0.25378834933531,-0.184854953568493,-0.316134922111568,"(-0.316,-0.185)",0.00001,-0.303174603534522,-0.304049955776328,-0.240010156504384,-0.362323460592314,"(-0.362,-0.24)",0.00001,-0.275556393098084,-0.275714075277709,-0.250394718479889,-0.29993635635884,"(-0.3,-0.25)",0.00001,"Oculofacial plastics and orbital conditions",22,-3.33606479872358,-3.67718172412528,-2.98705639133408,-2.70579142732929,-2.91197838853757,-3.49042661336485,-0.837956087475283,-7.9048452796214,0.0880161458200025,14887.32,15337.5,"Oculoplastics","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-3.33606479872358,-3.67718172412528,-2.98705639133408,-2.70579142732929,-2.91197838853757,-3.49042661336485
"23","benign neoplasm - orbit","F",-0.184087878353668,-0.184950743198601,-0.122415906213408,-0.240929341680553,"(-0.241,-0.122)",0.00001,-0.0505038507617231,-0.0515230298097432,0.0234806549009213,-0.11865204542419,"(-0.119,0.023)",0.17671,-0.0735754386982196,-0.0749875014756724,0.0107953646518429,-0.151598670012878,"(-0.152,0.011)",0.09963,-0.0855361501562185,-0.0865506462659228,-0.00366903841981953,-0.161326694663698,"(-0.161,-0.004)",0.0516,0.0060141962381551,0.00431553311235165,0.101587305003069,-0.080516525893999,"(-0.081,0.102)",0.89366,0.185494803566341,0.183744285272687,0.300978024366356,0.0799931136481337,"(0.08,0.301)",0.00016,-0.0415995191623416,-0.0418011012384483,-0.00807370082565349,-0.0736902576732723,"(-0.074,-0.008)",0.01394,"Oculofacial plastics and orbital conditions",23,-2.11939002249029,-0.0875355623768791,-0.169686442349809,-0.253549130863233,0.000676175417555699,1.62128704719646,-0.763341672844864,-7.42057111319244,0.0989486169229909,570.62,578.5,"Oculoplastics","11",FALSE,11,0.00006,0.212052,0.149445,0.1032,0.89366,0.00048,-1.78954882328,-0.0783276216819122,-0.13985416914393,-0.194259989546498,0.000676175417555699,1.4175001765144
"24","benign neoplasm - unspec","F",-0.158019310303717,-0.158980870901091,-0.0946824109646711,-0.216476769085147,"(-0.216,-0.095)",0.00006,-0.164846723948801,-0.165656176835901,-0.103809911577854,-0.221745832632926,"(-0.222,-0.104)",0.00002,-0.114903752153149,-0.115738909811064,-0.0465193694365853,-0.178461590434158,"(-0.178,-0.047)",0.00243,-0.149265233546047,-0.150055574005431,-0.0852790452318287,-0.20859786914617,"(-0.209,-0.085)",0.00007,-0.106818818562437,-0.10753282419612,-0.0397241771837343,-0.169230519383298,"(-0.169,-0.04)",0.00376,-0.156253504675682,-0.156989148014787,-0.0939861936407449,-0.214081279473134,"(-0.214,-0.094)",0.00002,-0.143566473864458,-0.143732866355502,-0.118585717259488,-0.167686110816272,"(-0.168,-0.119)",0.00001,"Oculofacial plastics and orbital conditions",24,-1.53613194599512,-1.78360500403741,-0.691704963536996,-1.42802277546865,-0.596405389507954,-1.69062827675294,-0.809559860394999,-7.63696992797744,0.0912666828669546,1670.87,1717,"Oculoplastics","14",FALSE,14,0.000105,0.00006,0.002916,0.000105,0.00376,0.00006,-1.4477018451505,-1.60250236736058,-0.670755532562967,-1.36750093141211,-0.596405389507954,-1.51896625636878
"25","blebitis","I",-0.0410760815234871,-0.0439305991507994,0.0803700907015343,-0.14881826150726,"(-0.149,0.08)",0.49165,0.061904916460955,0.0589668022268067,0.202929219405467,-0.0627239092525742,"(-0.063,0.203)",0.32245,-0.0801752605572871,-0.0833475775426291,0.0648470573429937,-0.206689971862393,"(-0.207,0.065)",0.28086,-0.212174467340069,-0.214630236225881,-0.0943370479115518,-0.31511152209104,"(-0.315,-0.094)",0.00339,-0.047035237594033,-0.0505778802859241,0.105203713198177,-0.178734310563642,"(-0.179,0.105)",0.5273,0.24913391230928,0.244028867558536,0.456404370139324,0.0704627904887282,"(0.07,0.456)",0.00207,-0.0165317810324906,-0.0171611727910177,0.0406643412273056,-0.0699711366743753,"(-0.07,0.041)",0.5559,"Postprocedural or postoperative eye complication",25,-0.029163533091738,0.0700644297651195,-0.101814479553822,-1.20662035854934,-0.0301018762788516,1.53969906700175,-0.575782318136932,-4.79907171115657,0.0878523834468798,212.45,213.5,"PO","6",TRUE,6,0.5273,0.483675,0.483675,0.01017,0.5273,0.01017,-0.0262881020122006,0.0449641461198515,-0.0582346659520783,-0.973522881387932,-0.0301018762788516,1.14310438576025
"26","blepharospasm","E",-0.19091438459632,-0.191680378594358,-0.126879006714883,-0.25052759455373,"(-0.251,-0.127)",0.00001,-0.205067223607834,-0.205895396372443,-0.143493622694123,-0.262106416748532,"(-0.262,-0.143)",0.00001,-0.168389279565322,-0.169282329279932,-0.100099686102078,-0.23139367160037,"(-0.231,-0.1)",0.00001,-0.110162955350133,-0.111133066390719,-0.0372091121402573,-0.177629129378431,"(-0.178,-0.037)",0.0062,-0.118405621555588,-0.119255679594336,-0.0452545719935942,-0.185350579935351,"(-0.185,-0.045)",0.00344,-0.21863511236819,-0.219589027711307,-0.155418762153146,-0.276763959442683,"(-0.277,-0.155)",0.00001,-0.164751225425108,-0.164911387131624,-0.13847104398053,-0.19023285842965,"(-0.19,-0.138)",0.00001,"Neuro-ophthalmology",26,-2.19798308004809,-2.36092366070538,-1.93865322473559,-0.559980994173819,-0.6716302898782,-2.51712975272036,-0.742054030172224,-7.00015476384252,0.0707512516341306,4263.35,4333,"Neuro","No recovery",FALSE,0,0.000015,0.000015,0.000015,0.0062,0.004128,0.000015,-2.12057395845834,-2.27777605671578,-1.87037724729238,-0.559980994173819,-0.650042392623029,-2.42848084324775
"27","BRAO","K",-0.0955373336008297,-0.0960587810773867,-0.0327760770548864,-0.154982612775481,"(-0.155,-0.033)",0.00561,-0.141682635992576,-0.142302988711063,-0.082351610638925,-0.19756982696683,"(-0.198,-0.082)",0.00005,-0.126743674825258,-0.127615118582982,-0.0530693467449554,-0.195289248678135,"(-0.195,-0.053)",0.00227,-0.0829613125069873,-0.0839263183515501,-0.0062340422517392,-0.154997147542358,"(-0.155,-0.006)",0.04511,-0.0871181356668798,-0.0879559916557921,-0.0106904065913047,-0.158595726115887,"(-0.159,-0.011)",0.03574,-0.132748779397173,-0.133587570180218,-0.0603111674007637,-0.200226891948502,"(-0.2,-0.06)",0.0015,-0.104397222995824,-0.104508072618102,-0.0770342379133328,-0.131121916974133,"(-0.131,-0.077)",0.00001,"Retinal and vitreous conditions",27,-0.49518954311728,-1.40315222196298,-0.771612380460678,-0.257068181136048,-0.29023274209974,-0.863171083469755,-0.597463175192497,-5.63615925793645,0.0745535118488196,5162.17,5244.5,"Retina/Vitreous","18",FALSE,18,0.008415,0.0003,0.00454,0.04511,0.042888,0.0045,-0.456452487820454,-1.14929101729809,-0.683760359601744,-0.257068181136048,-0.274349227979967,-0.717331643118329
"28","BRVO","K",-0.143754389952534,-0.143975498701382,-0.106512416647786,-0.179718494735249,"(-0.18,-0.107)",0.00001,-0.163873043709721,-0.164071452258202,-0.1276923983056,-0.199045195350923,"(-0.199,-0.128)",0.00001,-0.157677142195946,-0.157927772374623,-0.117634540994602,-0.196323798049807,"(-0.196,-0.118)",0.00001,-0.140760582796299,-0.140968121223131,-0.10020843088974,-0.180139992511414,"(-0.18,-0.1)",0.00001,-0.132217567650048,-0.132446719155227,-0.0912314423451295,-0.171768340625342,"(-0.172,-0.091)",0.00001,-0.189197273541398,-0.189513234599632,-0.151032332812466,-0.225933297454239,"(-0.226,-0.151)",0.00001,-0.151540718576071,-0.151589469448618,-0.136102856261553,-0.166641445823874,"(-0.167,-0.136)",0.00001,"Retinal and vitreous conditions",28,-1.65503357678579,-1.88665813794783,-1.81532518563144,-1.62056609813956,-1.52221100151466,-2.1782141084577,-0.473866048990437,-5.0407295908223,0.0429747348271172,51265.9,52216.5,"Retina/Vitreous","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-1.65503357678579,-1.88665813794783,-1.81532518563144,-1.62056609813956,-1.52221100151466,-2.1782141084577
"29","burn, corneal/conjunctival sac","C",-0.200879711532766,-0.202023908390231,-0.123817631984278,-0.271194437672796,"(-0.271,-0.124)",0.00004,-0.0561895183708905,-0.0581829353288581,0.0490378653370299,-0.150167162856202,"(-0.15,0.049)",0.29074,-0.225127210258746,-0.226976244367407,-0.124639984142792,-0.314707749955607,"(-0.315,-0.125)",0.00036,-0.170370697101213,-0.172142295360213,-0.0708660197067258,-0.259416543804233,"(-0.259,-0.071)",0.00319,-0.171223880907347,-0.172825257612854,-0.0734339231101415,-0.260125435640317,"(-0.26,-0.073)",0.00311,0.0817865010287913,0.0786455129413032,0.230103440215324,-0.0492536368758982,"(-0.049,0.23)",0.20724,-0.125654271327168,-0.125989944741428,-0.0850711055983578,-0.164553332814774,"(-0.165,-0.085)",0.00001,"Cornea and external disease",29,-2.03423473494019,-0.0694123663397741,-1.78512517032162,-0.97924551003812,-0.988498160681413,0.12872195315925,-0.559853436813167,-5.05436736129371,0.103408910099253,280.45,290.5,"Cornea/External","9",FALSE,9,0.00024,0.29074,0.00108,0.004785,0.004785,0.248688,-1.67430660962556,-0.0694123663397741,-1.53779765061779,-0.910166136919513,-0.914724074535099,0.11381051096695
"30","carcinoma in situ - eye","F",-0.309799744481602,-0.312121950229367,-0.216671917608028,-0.390058498418245,"(-0.39,-0.217)",0.00001,-0.2692734694377,-0.271609399274173,-0.171111033461915,-0.354589253751814,"(-0.355,-0.171)",0.00004,-0.206296661839619,-0.208822443706165,-0.0921487393277998,-0.305318509377156,"(-0.305,-0.092)",0.00236,-0.328539802698935,-0.330782506843811,-0.233865189444333,-0.410896842327289,"(-0.411,-0.234)",0.00002,-0.310083761847094,-0.312146623512006,-0.214081983181075,-0.393793553713509,"(-0.394,-0.214)",0.00002,-0.374504039640473,-0.37645696677303,-0.287721867098932,-0.450168003450666,"(-0.45,-0.288)",0.00001,-0.283656817792364,-0.284059308584061,-0.245235981341066,-0.319829604216327,"(-0.32,-0.245)",0.00001,"Oculofacial plastics and orbital conditions",30,-3.56670136728351,-2.72683309104951,-1.24790782920178,-3.55472782280638,-3.35503755278144,-4.31163709471102,-0.654171485809584,-5.45243536125302,0.112649027633322,93.5,94.5,"Oculoplastics","No recovery",FALSE,0,0.00003,0.000048,0.00236,0.00003,0.00003,0.00003,-3.22635156096978,-2.67773873289832,-1.24790782920178,-3.42151639618722,-3.22930940676152,-3.90020235460615
"31","cataract, age-related","B",-0.12388381584024,-0.124107369201986,-0.0959853712285805,-0.151073951620065,"(-0.151,-0.096)",0.00001,-0.147320325737258,-0.147498122530233,-0.119869729338318,-0.17397526054413,"(-0.174,-0.12)",0.00001,-0.118959452176295,-0.119187082707677,-0.0870342429237945,-0.149804220117963,"(-0.15,-0.087)",0.00001,-0.0975462689480025,-0.0977267792174395,-0.0652283050245531,-0.128620320934194,"(-0.129,-0.065)",0.00001,-0.0894551685089928,-0.0897389104323806,-0.0568011093425499,-0.120855882170907,"(-0.121,-0.057)",0.00001,-0.141452701831028,-0.141674836742898,-0.110589748569589,-0.171067636027722,"(-0.171,-0.111)",0.00001,-0.118279032269415,-0.118312194645751,-0.106360434646165,-0.130135678479453,"(-0.13,-0.106)",0.00001,"Cataract and other lens disorders",31,-1.42626513808478,-1.69608792968819,-1.36957130625937,-1.12304292378429,-1.02989068750039,-1.62853441299928,-0.80850308701414,-8.6774751768528,0.0360720760796606,951406.5,981232.5,"Cataract","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-1.42626513808478,-1.69608792968819,-1.36957130625937,-1.12304292378429,-1.02989068750039,-1.62853441299928
"32","cataract, infantile/juvenile","B",0.0513312226150726,0.0498301736320717,0.15245972705073,-0.0411469613394067,"(-0.041,0.152)",0.26821,0.0630770623141565,0.0613889731096845,0.167533354610404,-0.0318816506960281,"(-0.032,0.168)",0.18292,0.170987728737296,0.169055383888752,0.2922796273943,0.0614487997521612,"(0.061,0.292)",0.00081,0.208649489158983,0.206257810749654,0.335394374324596,0.0951512740009584,"(0.095,0.335)",0.00005,0.301323708370316,0.298828934077716,0.441097984423285,0.176851682193186,"(0.177,0.441)",0.00001,0.25352370848737,0.25118380897875,0.390050577143735,0.130578560521743,"(0.131,0.39)",0.00001,0.166575397171163,0.166197652415242,0.21347491834486,0.121913726080115,"(0.122,0.213)",0.00001,"Cataract and other lens disorders",32,0.0675511201851045,0.107149408196844,1.21717209636807,2.06635761872901,3.46911739529587,2.91879955941793,-0.722820306050619,-6.52563532302076,0.114054202250589,1458.53,1420.5,"Cataract","6",TRUE,6,0.26821,0.219504,0.001215,0.0001,0.00003,0.00003,0.0675511201851045,0.0956490999977375,1.14784253845043,1.92173281359319,3.1380794664132,2.64027529780499
"33","cataract, secondary","B",-0.148650892699692,-0.149047768831415,-0.0979539422486546,-0.197460917203411,"(-0.197,-0.098)",0.00001,-0.180204062352718,-0.180464372711417,-0.131811195633752,-0.226532620436029,"(-0.227,-0.132)",0.00001,-0.158965548713551,-0.159518369481905,-0.0985093534838845,-0.216571751958712,"(-0.217,-0.099)",0.00003,-0.136484051554133,-0.137146154945613,-0.0749528460188519,-0.194438215168842,"(-0.194,-0.075)",0.00023,-0.1495480375164,-0.150132651220763,-0.0880445575149448,-0.207380797284282,"(-0.207,-0.088)",0.00006,-0.185590946301317,-0.186131860209413,-0.127689643494746,-0.240310426331778,"(-0.24,-0.128)",0.00001,-0.155902110288525,-0.156044532698894,-0.133308665305554,-0.177667651088748,"(-0.178,-0.133)",0.00001,"Cataract and other lens disorders",33,-1.71140664795284,-2.07467593835169,-1.65551700854563,-1.14338575848533,-1.4537812970344,-2.13669473174035,-0.810609851175216,-7.64687499912222,0.0596100925491677,205986.85,212043,"Cataract","No recovery",FALSE,0,0.00002,0.00002,0.000045,0.00023,0.000072,0.00002,-1.60836970079033,-1.94976800060645,-1.59106202515102,-1.14338575848533,-1.42651546601893,-2.00805289057414
"34","cataract, traumatic","B",-0.0145686182100508,-0.0153435100579597,0.053067766595849,-0.0780515211636648,"(-0.078,0.053)",0.66607,-0.048345063361512,-0.0491167276727289,0.0179606398340727,-0.110897821236198,"(-0.111,0.018)",0.16054,-0.108605279973377,-0.109458436127929,-0.0360863392299794,-0.17638092117058,"(-0.176,-0.036)",0.00723,-0.135891082816243,-0.136710446351332,-0.0663959660912541,-0.200511872752547,"(-0.201,-0.066)",0.00064,0.101998089877858,0.101121274194529,0.193468800447231,0.0162052172545358,"(0.016,0.193)",0.01304,0.0566641247363367,0.055566261748944,0.144968570696377,-0.0261764887723997,"(-0.026,0.145)",0.16932,-0.0308748636948718,-0.0310561245099292,-0.00148500623747702,-0.0596964586961658,"(-0.06,-0.001)",0.04269,"Cataract and other lens disorders",34,-0.00592011110922035,-0.0884333771134914,-0.535371491683849,-0.999348782313601,0.442644550271857,0.100633494543049,-0.735276040384168,-6.93621470614467,0.0692951332039983,1340.77,1373,"Cataract","6",FALSE,6,0.66607,0.203184,0.02169,0.00384,0.02608,0.203184,-0.00592011110922035,-0.0770447866301063,-0.416056396490856,-0.755864647893944,0.371944861850519,0.0903024031067533
"35","central serous chorioretinopathy","K",-0.123902027466817,-0.124165710013939,-0.0841018023484785,-0.16227529924642,"(-0.162,-0.084)",0.00001,-0.158064561509075,-0.158309962451497,-0.120149887698153,-0.194594388725166,"(-0.195,-0.12)",0.00001,-0.120336722342002,-0.120681206635247,-0.0769508496243771,-0.161912029722459,"(-0.162,-0.077)",0.00002,-0.0901613224621286,-0.0904608909491747,-0.0455510025750843,-0.133305251381902,"(-0.133,-0.046)",0.00032,-0.0623053348620967,-0.062616882857987,-0.0162109712204907,-0.106611351690946,"(-0.107,-0.016)",0.01148,-0.14487098644833,-0.145114009685088,-0.103186948861928,-0.184893722066344,"(-0.185,-0.103)",0.00001,-0.114910396612931,-0.114958654019568,-0.0982511502324824,-0.131290217456175,"(-0.131,-0.098)",0.00001,"Retinal and vitreous conditions",35,-1.42647480718416,-1.81978551530718,-1.3020166552131,-0.72554525302873,-0.278327207351335,-1.66788886901634,-0.577494828872845,-5.74278734013592,0.0561038951764957,11442.38,11495,"Retina/Vitreous","18",FALSE,18,0.00002,0.00002,0.00003,0.000384,0.01148,0.00002,-1.34059246617987,-1.71022351015072,-1.25322431307932,-0.709106900354833,-0.278327207351335,-1.56747195321474
"36","chalazion","C",-0.181880755935961,-0.18207382717568,-0.140755131677042,-0.221668836616655,"(-0.222,-0.141)",0.00001,-0.140116072782527,-0.140373064705426,-0.0963832309389748,-0.18228462312937,"(-0.182,-0.096)",0.00001,-0.267612578459689,-0.268005611858394,-0.217122809592024,-0.315200619301266,"(-0.315,-0.217)",0.00001,-0.270401095520396,-0.270748139093718,-0.222179251622638,-0.316124332164599,"(-0.316,-0.222)",0.00001,-0.231159660524729,-0.23175169474105,-0.17899556068131,-0.280017266682162,"(-0.28,-0.179)",0.00001,-0.199146043318736,-0.199670629787343,-0.144938571206209,-0.250696523030744,"(-0.251,-0.145)",0.00001,-0.211002519427455,-0.211095997881589,-0.191987553616207,-0.22953964018595,"(-0.23,-0.192)",0.00001,"Cornea and external disease",36,-2.09397958660316,-1.61314590238958,-3.0810036692949,-3.11310765837261,-2.66132394212903,-2.29275355337234,-0.711265067949081,-7.56605138217343,0.0678987188216238,36896.45,37241,"Cornea/External","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-2.09397958660316,-1.61314590238958,-3.0810036692949,-3.11310765837261,-2.66132394212903,-2.29275355337234
"37","chorioretinal scars","K",-0.125044770769806,-0.125209105361674,-0.0891546518220988,-0.159901271644462,"(-0.16,-0.089)",0.00001,-0.172241009636476,-0.172376266042421,-0.138612837058793,-0.205139551946405,"(-0.205,-0.139)",0.00001,-0.122479303139737,-0.122761766034264,-0.0788935468576086,-0.164437330263438,"(-0.164,-0.079)",0.00001,-0.141422095435585,-0.141656556910262,-0.0991056586099831,-0.18239698424369,"(-0.182,-0.099)",0.00001,-0.124342326499243,-0.124694875080614,-0.0812522970020957,-0.165548806412094,"(-0.166,-0.081)",0.00001,-0.188788397743118,-0.189051019518164,-0.148796260272286,-0.227169024690523,"(-0.227,-0.149)",0.00001,-0.142308675287212,-0.142356191675394,-0.126659825520575,-0.157744456918067,"(-0.158,-0.127)",0.00001,"Retinal and vitreous conditions",37,-1.43963112565706,-1.98299790595597,-1.41009508804929,-1.6281820438498,-1.43154393712678,-2.17350675186767,-0.75691252609367,-7.97187554885508,0.0563611907277268,33199.22,33804,"Retina/Vitreous","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-1.43963112565706,-1.98299790595597,-1.41009508804929,-1.6281820438498,-1.43154393712678,-2.17350675186767
"38","chorioretinal scars following detach surg","I",-0.0275970151452671,-0.0280199089253504,0.0256226709227392,-0.0780492803337439,"(-0.078,0.026)",0.30706,-0.118374549144947,-0.118744534514756,-0.0707772580823711,-0.163664932560759,"(-0.164,-0.071)",0.00002,-0.112468054601065,-0.112922901727901,-0.060150790479371,-0.162287695257217,"(-0.162,-0.06)",0.00016,-0.0965636133505035,-0.0971214190037971,-0.042910271552715,-0.147619357937636,"(-0.148,-0.043)",0.001,-0.0656232215888054,-0.0659771909590734,-0.010510177244973,-0.118341109867796,"(-0.118,-0.011)",0.02572,-0.189750269227304,-0.190090043142367,-0.142452742665173,-0.234534197946435,"(-0.235,-0.142)",0.00001,-0.0923583485835503,-0.092393479671736,-0.0720818514340705,-0.112431306188652,"(-0.112,-0.072)",0.00001,"Postprocedural or postoperative eye complication",38,-0.0325841300026062,-1.28078637626536,-0.983008670013103,-0.66703780987953,-0.240212908812129,-2.18458070657198,-0.649046745328822,-6.1227720375234,0.0750123957083514,3636.63,3713.5,"PO","18",FALSE,18,0.30706,0.00006,0.00032,0.0015,0.030864,0.00006,-0.0325841300026062,-1.15073864190917,-0.905051755063312,-0.627884633953053,-0.228248380890224,-1.84459386489539
